	Time	Time (s)	Distance [m]	Internal Batte [V]	Datalogger_Tem [°C]	Battery [V]	GPS_Speed [km/h]	GPS_Nsat [#]	GPS_LatAcc [g]	GPS_LonAcc [g]	GPS_Slope [deg]	GPS_Heading [deg]	GPS_Gyro [deg/s]	GPS_Altitude [m]	GPS_PosAccuracy [m]	
		22.500	538.32	3.887	-273.150	0.000	135.044	10.000	0.050	0.204	-0.203	86.772	0.783	165.760	1.790	
		22.600	542.24	3.887	-273.150	0.000	135.668	10.000	0.032	0.207	-0.193	86.784	0.484	165.000	1.790	
		22.700	546.14	3.887	-273.150	0.000	136.317	10.000	0.011	0.205	-0.187	86.799	0.153	165.000	1.790	
		22.800	550.06	3.887	-273.150	0.000	136.970	10.000	-0.011	0.194	-0.179	86.819	-0.169	165.000	1.790	
		22.900	553.99	3.887	-273.150	0.000	137.633	10.000	-0.031	0.165	-0.170	86.831	-0.459	165.000	1.790	
		23.000	557.95	3.887	-273.150	0.000	138.400	10.000	-0.044	0.120	-0.164	86.838	-0.664	165.000	1.790	
		23.100	561.96	3.887	-273.150	0.000	138.832	10.000	-0.051	0.074	-0.158	86.838	-0.753	165.000	1.790	
		23.200	565.95	3.887	-273.150	0.000	139.141	10.000	-0.054	0.028	-0.152	86.838	-0.800	165.000	1.790	
		23.300	569.93	3.887	-273.150	0.000	139.350	10.000	-0.055	-0.024	-0.146	86.838	-0.813	165.000	1.790	
		23.400	573.92	3.887	-273.150	0.000	139.453	10.000	-0.053	-0.082	-0.140	86.832	-0.789	165.000	1.790	
		23.500	577.94	3.887	-273.150	0.000	139.215	10.000	-0.048	-0.162	-0.131	86.807	-0.700	165.000	1.784	
		23.600	581.90	3.887	-273.150	0.000	138.400	10.000	-0.034	-0.270	-0.116	86.765	-0.490	165.000	1.780	
		23.700	585.83	3.887	-273.150	0.000	137.307	10.000	-0.014	-0.388	-0.094	86.703	-0.216	165.000	1.780	
		23.800	589.72	3.887	-273.150	0.000	135.646	10.000	0.011	-0.506	-0.071	86.617	0.143	165.000	1.780	
		23.900	593.53	3.887	-273.150	0.000	133.275	10.000	0.036	-0.623	-0.043	86.499	0.545	165.000	1.780	
		24.000	597.30	3.887	-273.150	0.000	130.529	10.000	0.053	-0.730	-0.013	86.343	0.833	165.000	1.773	
		24.100	600.96	3.887	-273.150	0.000	127.672	10.000	0.058	-0.821	0.016	86.169	0.929	165.000	1.770	
		24.200	604.52	3.887	-273.150	0.000	124.472	10.000	0.048	-0.897	0.041	85.955	0.814	165.000	1.770	
		24.300	607.99	3.887	-273.150	0.000	121.176	10.000	0.020	-0.956	0.065	85.694	0.385	165.000	1.770	
		24.400	611.36	3.887	-273.150	0.000	117.625	10.000	-0.023	-1.001	0.093	85.383	-0.344	165.000	1.778	
		24.500	614.65	3.887	-273.150	0.000	113.896	10.000	-0.074	-1.036	0.123	85.021	-1.273	165.000	1.780	
		24.600	617.81	3.887	-273.150	0.000	110.096	10.000	-0.128	-1.064	0.163	84.591	-2.302	165.000	1.780	
		24.700	620.84	3.887	-273.150	0.000	106.000	10.000	-0.180	-1.080	0.199	84.100	-3.362	165.000	1.780	
		24.800	623.77	3.887	-273.150	0.000	102.174	10.000	-0.228	-1.084	0.195	83.504	-4.402	165.000	1.780	
		24.900	626.60	3.887	-273.150	0.000	98.024	10.000	-0.269	-1.073	0.259	82.777	-5.427	165.000	1.780	
		25.000	629.29	3.887	-273.150	0.000	94.120	10.000	-0.306	-1.052	0.329	81.932	-6.396	165.000	1.780	
		25.100	631.88	3.887	-273.150	0.000	90.412	10.000	-0.339	-1.021	0.382	80.952	-7.389	165.000	1.780	
		25.200	634.36	3.887	-273.150	0.000	86.726	10.000	-0.374	-0.983	0.422	79.797	-8.424	165.000	1.780	
		25.300	636.75	3.887	-273.150	0.000	83.252	10.000	-0.412	-0.942	0.450	78.431	-9.670	165.000	1.780	
		25.400	639.06	3.887	-273.150	0.000	79.942	10.000	-0.462	-0.901	0.473	76.807	-11.257	165.180	1.780	
		25.500	641.25	3.887	-273.150	0.000	76.791	10.000	-0.523	-0.863	0.487	74.965	-13.218	166.000	1.782	
		25.600	643.37	3.887	-273.150	0.000	73.828	10.000	-0.597	-0.828	0.486	72.877	-15.671	166.000	1.790	
		25.700	645.40	3.887	-273.150	0.000	70.917	10.000	-0.684	-0.797	0.475	70.519	-18.664	166.000	1.790	
		25.800	647.36	3.887	-273.150	0.000	67.994	10.000	-0.785	-0.770	0.483	67.820	-22.279	166.000	1.793	
		25.900	649.23	3.887	-273.150	0.000	65.316	10.000	-0.892	-0.746	0.562	64.846	-26.322	166.000	1.800	
		26.000	651.02	3.887	-273.150	0.000	62.675	10.000	-1.002	-0.721	0.625	61.586	-30.784	166.000	1.804	
		26.100	652.75	3.887	-273.150	0.000	60.220	10.000	-1.113	-0.690	0.667	58.050	-35.568	166.000	1.810	
		26.200	654.41	3.887	-273.150	0.000	57.911	10.000	-1.222	-0.646	0.703	54.213	-40.644	166.000	1.810	
		26.300	656.01	3.887	-273.150	0.000	55.472	10.000	-1.324	-0.571	0.738	49.997	-45.892	166.000	1.815	
		26.400	657.54	3.887	-273.150	0.000	53.300	10.000	-1.411	-0.463	0.777	45.533	-50.603	166.000	1.820	
		26.500	659.02	3.886	-273.150	0.000	51.764	10.000	-1.476	-0.329	0.821	40.833	-54.147	166.000	1.825	
		26.600	660.47	3.886	-273.150	0.000	50.808	10.000	-1.514	-0.178	0.875	35.926	-56.116	166.000	1.836	
		26.700	661.93	3.886	-273.150	0.000	50.680	10.000	-1.520	-0.029	0.938	30.803	-56.108	166.000	1.840	
		26.800	663.39	3.886	-273.150	0.000	50.989	10.000	-1.498	0.090	0.992	25.654	-54.301	166.000	1.840	
		26.900	664.87	3.885	-273.150	0.000	51.496	10.000	-1.462	0.171	1.028	20.511	-51.630	166.000	1.840	
		27.000	666.36	3.885	-273.150	0.000	52.390	10.000	-1.424	0.213	1.041	15.432	-48.908	166.000	1.847	
		27.100	667.90	3.885	-273.150	0.000	53.636	10.000	-1.396	0.219	1.031	10.471	-46.735	166.000	1.864	
		27.200	669.47	3.885	-273.150	0.000	54.380	10.000	-1.388	0.194	1.004	5.624	-45.750	166.000	1.870	
		27.300	671.04	3.885	-273.150	0.000	54.816	10.000	-1.396	0.163	1.006	1.003	-45.788	166.000	1.878	
		27.400	672.62	3.885	-273.150	0.000	55.228	10.000	-1.401	0.144	0.948	-3.464	-46.155	166.000	1.880	
		27.500	674.21	3.885	-273.150	0.000	55.555	10.000	-1.386	0.146	0.837	-7.785	-46.031	166.000	1.880	
		27.600	675.82	3.885	-273.150	0.000	55.778	10.000	-1.336	0.173	0.748	-12.001	-44.507	166.000	1.880	
		27.700	677.43	3.885	-273.150	0.000	56.536	10.000	-1.235	0.212	0.713	-16.039	-40.950	166.000	1.880	
		27.800	679.07	3.885	-273.150	0.000	57.265	10.000	-1.097	0.243	0.700	-19.955	-35.910	166.000	1.899	
		27.900	680.74	3.885	-273.150	0.000	58.182	10.000	-0.953	0.258	0.705	-23.783	-30.427	166.000	1.900	
		28.000	682.43	3.885	-273.150	0.000	59.309	10.000	-0.827	0.257	0.728	-27.526	-25.615	166.000	1.910	
		28.100	684.17	3.885	-273.150	0.000	60.240	10.000	-0.742	0.240	0.765	-31.240	-22.618	166.000	1.920	
		28.200	685.92	3.885	-273.150	0.000	61.056	10.000	-0.719	0.219	0.818	-34.835	-21.764	166.000	1.922	
		28.300	687.69	3.885	-273.150	0.000	61.766	10.000	-0.748	0.204	0.862	-38.370	-22.419	166.000	1.940	
		28.400	689.47	3.885	-273.150	0.000	62.398	10.000	-0.819	0.199	0.826	-41.844	-24.556	166.000	1.941	
		28.500	691.28	3.885	-273.150	0.000	63.119	10.000	-0.925	0.208	0.754	-45.253	-27.777	166.000	1.950	
		28.600	693.12	3.885	-273.150	0.000	63.868	10.000	-1.052	0.234	0.706	-48.611	-31.562	166.000	1.950	
		28.700	694.98	3.885	-273.150	0.000	64.812	10.000	-1.177	0.276	0.650	-51.864	-35.077	166.000	1.955	
		28.800	696.87	3.885	-273.150	0.000	66.124	10.000	-1.276	0.323	0.585	-55.047	-37.527	166.000	1.970	
		28.900	698.80	3.885	-273.150	0.000	67.390	10.000	-1.339	0.361	0.516	-58.173	-38.568	166.000	1.973	
		29.000	700.79	3.885	-273.150	0.000	68.878	10.000	-1.366	0.386	0.437	-61.280	-38.281	166.000	1.987	
		29.100	702.80	3.885	-273.150	0.000	70.481	10.000	-1.359	0.392	0.352	-64.304	-37.063	166.000	2.000	
		29.200	704.86	3.885	-273.150	0.000	71.860	10.000	-1.327	0.382	0.259	-67.258	-35.399	166.000	2.000	
		29.300	706.95	3.885	-273.150	0.000	73.259	10.000	-1.283	0.363	0.161	-70.122	-33.565	166.000	2.000	
		29.400	709.08	3.885	-273.150	0.000	74.506	10.000	-1.233	0.338	0.070	-72.884	-31.719	166.000	2.005	
		29.500	711.27	3.885	-273.150	0.000	75.600	10.000	-1.183	0.310	-0.014	-75.556	-30.057	166.000	2.010	
		29.600	713.46	3.885	-273.150	0.000	76.630	10.000	-1.140	0.285	-0.085	-78.049	-28.788	166.000	2.010	
		29.700	715.68	3.885	-273.150	0.000	77.548	10.000	-1.111	0.270	-0.143	-80.367	-27.970	166.000	2.016	
		29.800	717.92	3.885	-273.150	0.000	78.431	10.000	-1.093	0.268	-0.186	-82.522	-27.518	166.000	2.020	
		29.900	720.21	3.885	-273.150	0.000	79.367	10.000	-1.083	0.283	-0.215	-84.530	-27.285	166.000	2.026	
		30.000	722.51	3.885	-273.150	0.000	80.162	10.000	-1.075	0.315	-0.231	-86.356	-27.105	166.000	2.037	
		30.100	724.83	3.885	-273.150	0.000	81.366	10.000	-1.051	0.367	-0.251	-88.008	-26.584	166.000	2.040	
		30.200	727.21	3.885	-273.150	0.000	82.952	10.000	-0.985	0.428	-0.295	-89.494	-24.794	166.000	2.047	
		30.300	729.63	3.885	-273.150	0.000	84.675	10.000	-0.870	0.477	-0.352	-90.831	-21.497	166.000	2.050	
		30.400	732.13	3.885	-273.150	0.000	86.522	10.000	-0.713	0.505	-0.412	-92.042	-17.108	166.000	2.050	
		30.500	734.66	3.885	-273.150	0.000	88.622	10.000	-0.533	0.506	-0.475	-93.116	-12.383	166.000	2.050	
		30.600	737.25	3.885	-273.150	0.000	90.530	10.000	-0.351	0.480	-0.531	-94.050	-7.849	166.000	2.050	
		30.700	739.88	3.885	-273.150	0.000	92.120	10.000	-0.190	0.444	-0.569	-94.858	-4.029	166.000	2.059	
		30.800	742.59	3.885	-273.150	0.000	93.680	10.000	-0.057	0.405	-0.589	-95.572	-1.004	166.000	2.060	
		30.900	745.31	3.885	-273.150	0.000	95.035	10.000	0.042	0.372	-0.584	-96.171	1.138	166.000	2.060	
		31.000	748.06	3.885	-273.150	0.000	96.178	10.000	0.107	0.347	-0.562	-96.682	2.451	166.000	2.060	
		31.100	750.85	3.885	-273.150	0.000	97.511	10.000	0.140	0.334	-0.532	-97.085	3.051	166.000	2.060	
		31.200	753.67	3.885	-273.150	0.000	98.644	10.000	0.152	0.328	-0.514	-97.389	3.231	166.000	2.060	
		31.300	756.55	3.885	-273.150	0.000	99.796	10.000	0.155	0.325	-0.484	-97.620	3.198	166.000	2.060	
		31.400	759.44	3.885	-273.150	0.000	101.032	10.000	0.152	0.323	-0.448	-97.755	3.054	166.000	2.059	
		31.500	762.37	3.885	-273.150	0.000	102.254	10.000	0.145	0.320	-0.408	-97.828	2.886	166.000	2.050	
		31.600	765.33	3.885	-273.150	0.000	103.387	10.000	0.136	0.317	-0.381	-97.830	2.693	166.000	2.050	
		31.700	768.32	3.885	-273.150	0.000	104.520	10.000	0.126	0.313	-0.364	-97.778	2.471	166.000	2.048	
		31.800	771.37	3.885	-273.150	0.000	105.664	10.000	0.112	0.310	-0.355	-97.701	2.198	166.000	2.040	
		31.900	774.42	3.885	-273.150	0.000	106.797	10.000	0.097	0.307	-0.357	-97.607	1.879	166.000	2.037	
		32.000	777.51	3.885	-273.150	0.000	107.900	10.000	0.079	0.304	-0.362	-97.509	1.518	166.000	2.030	
		32.100	780.63	3.885	-273.150	0.000	108.963	10.000	0.058	0.300	-0.353	-97.403	1.118	166.000	2.027	
		32.200	783.81	3.885	-273.150	0.000	110.070	10.000	0.036	0.295	-0.295	-97.300	0.665	166.000	2.016	
		32.300	786.99	3.885	-273.150	0.000	111.140	10.000	0.015	0.287	-0.197	-97.205	0.244	166.000	2.010	
		32.400	790.20	3.885	-273.150	0.000	112.230	10.000	-0.002	0.277	-0.097	-97.121	-0.085	166.000	2.006	
		32.500	793.44	3.885	-273.150	0.000	113.260	10.000	-0.016	0.265	-0.036	-97.050	-0.313	166.000	2.000	
		32.600	796.70	3.885	-273.150	0.000	114.192	10.000	-0.025	0.253	-0.009	-96.979	-0.479	166.000	1.995	
		32.700	800.03	3.885	-273.150	0.000	115.077	10.000	-0.029	0.241	0.006	-96.926	-0.574	166.000	1.990	
		32.800	803.34	3.885	-273.150	0.000	115.948	10.000	-0.031	0.234	0.012	-96.890	-0.582	166.000	1.990	
		32.900	806.69	3.885	-273.150	0.000	116.772	10.000	-0.030	0.227	0.015	-96.862	-0.559	166.000	1.984	
		33.000	810.05	3.885	-273.150	0.000	117.534	10.000	-0.028	0.222	0.010	-96.838	-0.521	166.000	1.980	
		33.100	813.46	3.885	-273.150	0.000	118.262	9.340	-0.025	0.218	0.002	-96.814	-0.473	166.000	1.973	
		33.200	816.87	3.885	-273.150	0.000	119.052	9.000	-0.019	0.214	-0.008	-96.783	-0.363	166.000	1.963	
		33.300	820.30	3.885	-273.150	0.000	119.804	9.000	-0.009	0.212	-0.007	-96.747	-0.172	166.000	1.960	
		33.400	823.74	3.885	-273.150	0.000	120.525	9.750	0.002	0.213	0.016	-96.721	0.024	166.000	1.960	
		33.500	827.22	3.885	-273.150	0.000	121.324	10.000	0.014	0.216	0.063	-96.688	0.230	166.000	1.960	
		33.600	830.75	3.885	-273.150	0.000	122.238	10.000	0.025	0.221	0.093	-96.671	0.426	166.000	1.960	
		33.700	834.27	3.885	-273.150	0.000	123.080	10.000	0.035	0.224	0.088	-96.650	0.576	166.000	1.951	
		33.800	837.81	3.885	-273.150	0.000	123.904	10.000	0.042	0.226	0.061	-96.636	0.698	166.000	1.950	
		33.900	841.38	3.885	-273.150	0.000	124.728	10.000	0.048	0.226	0.042	-96.624	0.795	166.000	1.941	
		34.000	845.01	3.885	-273.150	0.000	125.560	10.000	0.052	0.223	0.046	-96.612	0.847	166.000	1.940	
		34.100	848.62	3.885	-273.150	0.000	126.384	10.000	0.054	0.221	0.046	-96.601	0.871	166.000	1.940	
		34.200	852.26	3.885	-273.150	0.000	127.108	10.000	0.055	0.217	0.058	-96.600	0.871	166.000	1.930	
		34.300	855.92	3.885	-273.150	0.000	127.928	10.000	0.053	0.215	0.082	-96.588	0.846	166.000	1.930	
		34.400	859.60	3.885	-273.150	0.000	128.656	10.000	0.047	0.213	0.111	-96.577	0.770	166.000	1.930	
		34.500	863.34	3.885	-273.150	0.000	129.488	10.000	0.039	0.212	0.136	-96.565	0.625	166.000	1.930	
		34.600	867.07	3.885	-273.150	0.000	130.298	10.000	0.029	0.211	0.172	-96.553	0.456	166.000	1.929	
		34.700	870.82	3.885	-273.150	0.000	131.019	10.000	0.018	0.209	0.213	-96.541	0.268	166.000	1.920	
		34.800	874.58	3.885	-273.150	0.000	131.760	10.000	0.005	0.206	0.255	-96.529	0.079	166.000	1.920	
		34.900	878.41	3.885	-273.150	0.000	132.568	10.000	-0.008	0.203	0.284	-96.520	-0.117	166.000	1.920	
		35.000	882.23	3.885	-273.150	0.000	133.289	10.000	-0.021	0.199	0.257	-96.517	-0.330	166.000	1.920	
		35.100	886.06	3.885	-273.150	0.000	134.010	10.000	-0.034	0.197	0.188	-96.509	-0.535	166.000	1.917	
		35.200	889.92	3.885	-273.150	0.000	134.731	10.000	-0.045	0.194	0.130	-96.505	-0.709	166.000	1.910	
		35.300	893.79	3.885	-273.150	0.000	135.416	10.000	-0.053	0.192	0.097	-96.497	-0.826	166.000	1.910	
		35.400	897.72	3.885	-273.150	0.000	136.080	10.000	-0.055	0.189	0.091	-96.497	-0.861	166.000	1.910	
		35.500	901.63	3.885	-273.150	0.000	136.758	10.000	-0.052	0.186	0.115	-96.497	-0.798	166.000	1.910	
		35.600	905.57	3.885	-273.150	0.000	137.422	10.000	-0.042	0.182	0.161	-96.497	-0.648	166.000	1.905	
		35.700	909.52	3.885	-273.150	0.000	138.094	10.000	-0.028	0.176	0.215	-96.492	-0.437	166.000	1.900	
		35.800	913.49	3.885	-273.150	0.000	138.764	10.000	-0.013	0.168	0.262	-96.474	-0.201	166.000	1.895	
		35.900	917.51	3.885	-273.150	0.000	139.380	10.000	0.000	0.159	0.281	-96.450	0.012	166.000	1.890	
		36.000	921.52	3.885	-273.150	0.000	139.954	10.000	0.009	0.149	0.264	-96.420	0.147	166.000	1.890	
		36.100	925.54	3.885	-273.150	0.000	140.510	10.000	0.014	0.140	0.242	-96.377	0.213	166.000	1.890	
		36.200	929.57	3.885	-273.150	0.000	140.960	10.000	0.015	0.132	0.239	-96.330	0.215	166.000	1.890	
		36.300	933.65	3.885	-273.150	0.000	141.376	10.000	0.013	0.125	0.253	-96.274	0.175	166.000	1.890	
		36.400	937.71	3.885	-273.150	0.000	141.860	10.000	0.013	0.122	0.262	-96.207	0.145	166.000	1.890	
		36.500	941.78	3.885	-273.150	0.000	142.300	10.000	0.017	0.122	0.268	-96.145	0.190	166.000	1.890	
		36.600	945.87	3.885	-273.150	0.000	142.712	10.000	0.027	0.124	0.269	-96.086	0.332	166.000	1.882	
		36.700	949.96	3.885	-273.150	0.000	143.124	10.000	0.044	0.127	0.260	-96.027	0.572	166.000	1.880	
		36.800	954.11	3.885	-273.150	0.000	143.625	10.000	0.068	0.130	0.248	-95.967	0.912	166.000	1.880	
		36.900	958.23	3.885	-273.150	0.000	144.140	10.000	0.096	0.132	0.236	-95.918	1.326	166.000	1.880	
		37.000	962.37	3.885	-273.150	0.000	144.655	10.000	0.124	0.136	0.225	-95.871	1.751	166.000	1.880	
		37.100	966.52	3.885	-273.150	0.000	145.170	10.000	0.148	0.142	0.208	-95.835	2.090	166.000	1.871	
		37.200	970.73	3.885	-273.150	0.000	145.690	10.000	0.163	0.152	0.195	-95.810	2.311	166.000	1.870	
		37.300	974.91	3.885	-273.150	0.000	146.105	10.000	0.167	0.163	0.189	-95.786	2.337	166.000	1.870	
		37.400	979.11	3.885	-273.150	0.000	146.620	10.000	0.154	0.169	0.178	-95.763	2.139	166.000	1.870	
		37.500	983.32	3.885	-273.150	0.000	147.128	10.000	0.126	0.159	0.178	-95.752	1.706	166.000	1.870	
		37.600	987.54	3.885	-273.150	0.000	147.550	10.000	0.087	0.124	0.178	-95.752	1.154	166.000	1.870	
		37.700	991.82	3.885	-273.150	0.000	148.112	10.000	0.040	0.057	0.177	-95.754	0.507	166.000	1.870	
		37.800	996.07	3.885	-273.150	0.000	148.715	10.000	-0.008	-0.043	0.172	-95.768	-0.142	166.000	1.870	
		37.900	1000.31	3.885	-273.150	0.000	148.200	10.000	-0.053	-0.186	0.171	-95.794	-0.710	166.000	1.868	
		38.000	1004.53	3.885	-273.150	0.000	147.501	10.000	-0.089	-0.358	0.165	-95.832	-1.166	166.000	1.860	
		38.100	1008.75	3.885	-273.150	0.000	145.933	10.000	-0.118	-0.551	0.159	-95.882	-1.546	166.000	1.860	
		38.200	1012.86	3.885	-273.150	0.000	143.650	10.000	-0.137	-0.755	0.153	-95.952	-1.826	166.000	1.860	
		38.300	1016.89	3.885	-273.150	0.000	140.778	10.000	-0.147	-0.959	0.151	-96.057	-2.000	166.000	1.860	
		38.400	1020.80	3.885	-273.150	0.000	136.628	9.640	-0.144	-1.131	0.157	-96.204	-2.029	166.000	1.860	
		38.500	1024.56	3.885	-273.150	0.000	131.506	9.000	-0.135	-1.238	0.163	-96.399	-1.925	166.000	1.860	
		38.600	1028.23	3.885	-273.150	0.000	126.851	9.000	-0.124	-1.276	0.166	-96.655	-1.836	166.000	1.856	
		38.700	1031.73	3.885	-273.150	0.000	122.192	9.460	-0.118	-1.256	0.166	-96.976	-1.831	166.000	1.845	
		38.800	1035.09	3.885	-273.150	0.000	117.640	10.000	-0.119	-1.198	0.166	-97.375	-1.957	166.000	1.840	
		38.900	1038.34	3.885	-273.150	0.000	113.468	10.000	-0.125	-1.126	0.163	-97.871	-2.193	166.000	1.840	
		39.000	1041.48	3.885	-273.150	0.000	109.465	10.000	-0.136	-1.053	0.154	-98.465	-2.478	166.000	1.840	
		39.100	1044.53	3.885	-273.150	0.000	105.735	10.000	-0.149	-0.983	0.146	-99.169	-2.828	166.000	1.840	
		39.200	1047.46	3.885	-273.150	0.000	102.378	10.000	-0.166	-0.921	0.136	-99.984	-3.249	166.000	1.840	
		39.300	1050.30	3.885	-273.150	0.000	99.185	10.000	-0.191	-0.871	0.125	-100.927	-3.801	166.000	1.840	
		39.400	1053.06	3.885	-273.150	0.000	96.128	10.000	-0.229	-0.834	0.113	-102.020	-4.680	166.000	1.840	
		39.500	1055.75	3.885	-273.150	0.000	93.112	10.000	-0.285	-0.808	0.097	-103.275	-6.018	166.000	1.840	
		39.600	1058.33	3.885	-273.150	0.000	90.275	10.000	-0.359	-0.791	0.083	-104.665	-7.877	166.750	1.840	
		39.700	1060.84	3.885	-273.150	0.000	87.650	10.000	-0.453	-0.779	0.076	-106.200	-10.313	167.000	1.840	
		39.800	1063.27	3.885	-273.150	0.000	84.832	10.000	-0.565	-0.763	0.061	-107.909	-13.406	167.000	1.840	
		39.900	1065.62	3.885	-273.150	0.000	81.948	10.000	-0.684	-0.735	0.038	-109.800	-16.871	167.000	1.840	
		40.000	1067.91	3.885	-273.150	0.000	79.212	10.000	-0.803	-0.688	0.019	-111.884	-20.503	167.000	1.831	
		40.100	1070.11	3.885	-273.150	0.000	76.807	10.000	-0.914	-0.623	-0.003	-114.119	-24.052	167.000	1.830	
		40.200	1072.24	3.885	-273.150	0.000	74.532	10.000	-1.013	-0.540	-0.032	-116.514	-27.377	167.000	1.821	
		40.300	1074.32	3.885	-273.150	0.000	72.751	10.000	-1.093	-0.444	-0.051	-119.110	-30.104	167.000	1.820	
		40.400	1076.39	3.885	-273.150	0.000	71.390	10.000	-1.155	-0.347	-0.092	-121.908	-32.215	167.000	1.820	
		40.500	1078.40	3.885	-273.150	0.000	70.372	10.000	-1.204	-0.259	-0.139	-124.840	-33.804	167.000	1.820	
		40.600	1080.40	3.885	-273.150	0.000	69.686	10.000	-1.244	-0.186	-0.186	-127.906	-34.965	167.000	1.819	
		40.700	1082.38	3.885	-273.150	0.000	69.440	10.000	-1.275	-0.132	-0.236	-131.100	-35.841	166.900	1.810	
		40.800	1084.35	3.885	-273.150	0.000	68.887	10.000	-1.296	-0.097	-0.313	-134.371	-36.487	166.000	1.810	
		40.900	1086.34	3.885	-273.150	0.000	68.766	10.000	-1.305	-0.073	-0.390	-137.677	-36.818	166.000	1.808	
		41.000	1088.30	3.885	-273.150	0.000	68.540	10.000	-1.299	-0.055	-0.456	-140.878	-36.824	166.000	1.800	
		41.100	1090.25	3.885	-273.150	0.000	68.231	10.000	-1.278	-0.038	-0.502	-143.892	-36.491	166.000	1.800	
		41.200	1092.20	3.885	-273.150	0.000	67.974	10.000	-1.243	-0.020	-0.539	-146.597	-35.817	166.000	1.800	
		41.300	1094.16	3.885	-273.150	0.000	67.870	10.000	-1.196	0.003	-0.561	-148.874	-34.826	166.000	1.800	
		41.400	1096.10	3.885	-273.150	0.000	67.833	10.000	-1.144	0.031	-0.580	-150.774	-33.640	166.000	1.797	
		41.500	1098.04	3.885	-273.150	0.000	67.972	10.000	-1.091	0.063	-0.600	-152.362	-32.300	166.000	1.790	
		41.600	1100.00	3.885	-273.150	0.000	68.217	10.000	-1.036	0.099	-0.605	-153.636	-30.848	166.000	1.790	
		41.700	1101.96	3.885	-273.150	0.000	68.652	10.000	-0.976	0.142	-0.592	-154.589	-29.154	166.000	1.790	
		41.800	1103.96	3.885	-273.150	0.000	69.230	10.000	-0.898	0.192	-0.571	-155.213	-26.839	166.000	1.790	
		41.900	1105.96	3.885	-273.150	0.000	69.941	10.000	-0.786	0.244	-0.542	-155.544	-23.462	166.000	1.790	
		42.000	1107.99	3.885	-273.150	0.000	70.920	10.000	-0.623	0.288	-0.491	-155.608	-18.520	166.000	1.790	
		42.100	1110.05	3.885	-273.150	0.000	72.005	10.000	-0.405	0.312	-0.432	-155.410	-11.878	166.000	1.790	
		42.200	1112.16	3.885	-273.150	0.000	73.031	10.000	-0.124	0.308	-0.376	-154.906	-3.907	166.000	1.790	
		42.300	1114.29	3.885	-273.150	0.000	74.578	10.000	0.204	0.265	-0.337	-154.098	4.711	166.000	1.796	
		42.400	1116.46	3.885	-273.150	0.000	75.950	10.000	0.490	0.211	-0.308	-153.259	12.058	166.000	1.800	
		42.500	1118.66	3.885	-273.150	0.000	76.640	10.000	0.696	0.166	-0.286	-152.554	17.373	166.000	1.800	
		42.600	1120.86	3.885	-273.150	0.000	77.084	10.000	0.876	0.127	-0.264	-151.877	21.996	166.000	1.807	
		42.700	1123.11	3.885	-273.150	0.000	77.800	10.000	1.029	0.104	-0.215	-151.083	25.761	166.000	1.810	
		42.800	1125.35	3.885	-273.150	0.000	78.546	10.000	1.170	0.088	-0.160	-150.257	29.160	166.000	1.818	
		42.900	1127.61	3.885	-273.150	0.000	78.862	10.000	1.311	0.051	-0.107	-148.883	32.040	166.000	1.820	
		43.000	1129.86	3.885	-273.150	0.000	78.732	10.000	1.425	-0.002	-0.054	-146.898	33.989	166.000	1.828	
		43.100	1132.11	3.885	-273.150	0.000	78.526	10.000	1.478	-0.050	-0.001	-144.620	34.942	166.000	1.839	
		43.200	1134.37	3.885	-273.150	0.000	78.227	10.000	1.488	-0.087	0.053	-142.044	35.418	166.000	1.840	
		43.300	1136.59	3.885	-273.150	0.000	77.542	10.000	1.480	-0.110	0.133	-139.254	35.412	166.000	1.849	
		43.400	1138.79	3.885	-273.150	0.000	77.015	10.000	1.472	-0.108	0.193	-136.279	35.632	166.000	1.860	
		43.500	1140.99	3.885	-273.150	0.000	76.600	10.000	1.467	-0.079	0.212	-133.155	36.189	166.000	1.860	
		43.600	1143.19	3.885	-273.150	0.000	76.304	10.000	1.464	-0.022	0.200	-129.886	36.742	166.000	1.870	
		43.700	1145.38	3.885	-273.150	0.000	76.414	10.000	1.450	0.055	0.185	-126.570	36.771	166.000	1.870	
		43.800	1147.57	3.885	-273.150	0.000	76.660	10.000	1.422	0.138	0.209	-123.258	36.182	166.000	1.870	
		43.900	1149.78	3.885	-273.150	0.000	77.317	10.000	1.384	0.217	0.232	-120.003	35.113	166.000	1.870	
		44.000	1152.02	3.885	-273.150	0.000	78.292	10.000	1.337	0.285	0.258	-116.874	33.618	166.000	1.870	
		44.100	1154.32	3.885	-273.150	0.000	79.560	10.000	1.285	0.337	0.290	-113.865	31.775	166.000	1.870	
		44.200	1156.63	3.885	-273.150	0.000	80.899	10.000	1.235	0.367	0.312	-111.037	29.905	166.000	1.870	
		44.300	1158.99	3.885	-273.150	0.000	82.238	10.000	1.197	0.376	0.341	-108.350	28.454	166.000	1.870	
		44.400	1161.38	3.885	-273.150	0.000	83.606	10.000	1.169	0.373	0.345	-105.813	27.401	166.000	1.870	
		44.500	1163.83	3.885	-273.150	0.000	85.062	10.000	1.145	0.360	0.314	-103.399	26.543	166.000	1.870	
		44.600	1166.31	3.885	-273.150	0.000	86.432	10.000	1.114	0.344	0.257	-101.191	25.586	166.000	1.870	
